Review ID,Username,Rating,Review Text,Date
51606005-6480-423f-8772-3826c5950efd,Pengguna Google,5,"Goodd, sangat membantu dan pelayanan driver yang sangat berkualitas",2025-10-01 09:14:48
acc119a9-8364-49ce-803c-0d066d11cb67,Pengguna Google,1,kecewa sangat sama aplikasi ini,2025-10-01 09:10:55
76b4f6d1-1ba5-485e-b40e-8392cb1e2643,Pengguna Google,5,cepat dan mudah aplikasi digunakan,2025-10-01 09:08:41
830b5c21-3970-4efd-a733-d94cdef143dd,Pengguna Google,5,"baik, sopan dan terpercaya",2025-10-01 09:02:21
75093a91-066b-4edd-ba58-5d36c3ce50cc,Pengguna Google,5,👍,2025-10-01 08:39:04
1e32b74f-6c30-4144-8c79-2d8293e7f79e,Pengguna Google,5,kinerja cukup efisien dan driver ny g sombong jg,2025-10-01 08:35:49
4abbdca2-b4d5-4b3f-ab8c-841fc2c06581,Pengguna Google,5,"mantul,,mantap betul",2025-10-01 08:32:01
0c2c5d98-b52d-4923-941a-5f90d55db3f1,Pengguna Google,5,Membantu,2025-10-01 08:20:29
a329d273-e83a-40d5-bab4-cd8208e64239,Pengguna Google,5,ok,2025-10-01 08:18:54
339e9aa1-26df-4877-b9a2-3b6736c84861,Pengguna Google,4,"saran ya buat gojek.. untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para driver yg udh lnjut usia atau gmn gtu caranya buat kslamatan driver dan jg penumpang, saya beberapa kali loh dapet yg udh tuaaaaaaa banget dan beliau2 itu kasian karna bawa mtornya aja udh ga bener , trus bberapa kali saya liat di jalan driver yg sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai2 jatuh ke got karna hilang keseimbangan dan katanya krna penyakitnya kmbuh, please",2025-10-01 07:57:38
c9ff91c8-271d-4419-a237-96fec9fdd8e0,Pengguna Google,5,"Salam gojek indinesia. Ssya ini onlene tiap hati dari jam 06-00 sd 21-00.ONLEN SUDAH 7 JAM CUMA DI HARGAI 1 ORDETAN 👍👍. JANGANKAN BUAT ANAK ISTRI , BUAT DRIVERNYA SENDIRI HARUS PUASAApa aaya tiap hari saya dan keluaga makan MAAF .MAAF DAN MAAF. MAAF TIDAK BISA BELI BERAS. MAAF TIDAK BISA BELI BENSIN. YANG SAYA BUTUHKAN ORDETAN. SAMA AJA GOJEK MAU BUNUH DRIVERNYA SECARA HALUS .ATAU GOJEK SENGAJA MAU MENGHANCUKAN RUMAH TANGGA DRIVERNYA SENDIRI . semoga kedepannya GOJEK dapat melancarkan orderan",2025-10-01 07:36:18
d1ac15a8-f2f2-406a-be27-0737add91dc3,Pengguna Google,5,mahal tapi,2025-10-01 07:32:13
9cf520e9-c1ea-42db-a542-236ed974a67c,Pengguna Google,5,bagus,2025-10-01 07:30:39
0301ac5c-15d1-4573-8ff7-de5977b099fa,Pengguna Google,5,saya sebagai pengguna gojek merasa sangat terbantu dngan adanya para2 gojek ramah dan murah senyum🥰🤍🤍 sehat sehat terus orang 😇👍,2025-10-01 07:26:04
4b0c1f83-6129-4417-a40a-f4ee51eb1e82,Pengguna Google,5,setiap ada keperluan.. sugestinya di gojek Indonesia terbaik,2025-10-01 07:22:50
9e15141a-20bd-47ec-96c7-8c4ae7f9d611,Pengguna Google,1,"aplikasi apaan, semakin kesini semakin gak jelass. udah order yg ke 2 kali nya masih aja gk dpt driver. gk rekomended bgt,kecewa berat!!!.",2025-10-01 07:10:52
2892c06c-42aa-4ca2-97ff-dbd16af74871,Pengguna Google,5,sangat memuaskan,2025-10-01 07:04:43
bdd50e11-f598-458a-8f94-2442f76a563c,Pengguna Google,5,OK pake gosend cepat sampai,2025-10-01 06:59:23
d21d0b93-ea4e-4171-82c1-9b7e45d8ba26,Pengguna Google,5,baik,2025-10-01 06:47:07
beef7964-c166-4c73-bb30-9e9c8d258719,Pengguna Google,5,okelah,2025-10-01 06:38:16
639fd289-2e96-4c50-b77a-5916ecb2d80e,Pengguna Google,1,nga jelas,2025-10-01 06:21:48
c37b7ca5-c907-41c2-b119-4307e6b2ec30,Pengguna Google,5,good job,2025-10-01 06:21:10
bc74fe18-4f4f-4074-a87b-f9ccccbc1422,Pengguna Google,5,👍👍👍,2025-10-01 06:14:30
ad9819d5-c3f5-459e-accd-c033d6762912,Pengguna Google,5,bapak nya baik dan ramah 🙏,2025-10-01 06:12:49
1a8dc334-b1e3-467b-a5d4-6f129d92ff77,Pengguna Google,1,"kecewa dengan app ini. 1. pesan gojek, driver tdk menjemput saya dan menyelesaikan perjalanan tanpa penumpang, sementara gopay terpotong & tidak dikembalikan. laporan tdk ditangapi dengan baik. tidak ada solusi dari kendala saya, setiap kali mengulang pelaporan, tetap tidak ada solusi. titik penjemputan tidak akurat, bbrp kali perlu berjalan lebih jauh untuk mencapai lokasi driver. 2. pesan gofood salah lokasi krn titik lokasi di app tidak tepat. 3. tiba2 langganan go+ aktif tanpa konfirmasi",2025-10-01 06:04:23
3348de5a-f189-4087-b5ff-3229ced4e10c,Pengguna Google,1,"tidak pernah dpt driver,selalu gagal",2025-10-01 06:00:06
594c3d9e-3a90-4908-a19b-dd91fc39853b,Pengguna Google,1,hanya karena aplikasi saya hapus ketika login fengan wajah tidak terdeteksi dan prosesnya bikin ribet,2025-10-01 05:41:19
c5eec40a-5c89-49ae-90f5-62cec8bd9fbf,Pengguna Google,5,mantap pelayanan nya,2025-10-01 05:30:17
8cb82734-5c2b-4aac-b70b-20d0471c0ce6,Pengguna Google,2,harga makanan sama ongkir hampir sama bjirr,2025-10-01 05:22:46
d4405ad2-3632-4a6f-b5d2-9c13ad87b888,Pengguna Google,5,sangat membantu,2025-10-01 05:13:10
da9f4e08-be42-42b8-bdc4-c83e7a9ac3f1,Pengguna Google,5,pelayanan sangat baik,2025-10-01 05:08:45
5510f674-7ddb-4dc3-b7de-94d54958781c,Pengguna Google,5,⭐️⭐️⭐️⭐️⭐️,2025-10-01 04:56:17
89be346c-45bc-4fe0-97e1-5f5c28544692,Pengguna Google,5,Banyak promo,2025-10-01 04:56:12
2a0d7cc1-9977-43a1-b69a-c603bc50e090,Pengguna Google,5,selalu update lokasi,2025-10-01 04:27:08
c9a71378-0406-431e-a443-174e32f1c922,Pengguna Google,5,baik,2025-10-01 04:22:47
7120ec9d-63ea-49fc-92dc-ac7e16df2f58,Pengguna Google,5,cepet tepat waktu drivernya dateng,2025-10-01 04:09:55
4abca165-4d63-446f-a9ce-836e34acecf8,Pengguna Google,3,"rutenya di perbaiki, ada jalan yang lebih deket tapi malah milih yg lebih jauh, apalagi pas di tambahkan titik pemberhentian malah milih jalan yg jauh",2025-10-01 04:01:25
2e3c411c-8a89-4507-9511-f377f3d06c1a,Pengguna Google,1,driver gocarnya pada pemalas ga guna cuma pada main judi slot aja,2025-10-01 03:48:34
ff2a9dd1-8a2f-4951-b1b8-467a4ed7ffdb,Pengguna Google,1,"Buset.... pilih kasih banget lu ngasih promo diskonnya??? gak perlu kan gua sebut di sini pilih kasihnya kenapa??? cek promo di lu punya aplikasi, kalau kaya gini bener"" dah gua gak mau pakai lagi",2025-10-01 03:40:48
a7584644-dda0-4638-9557-aedac89a893f,Pengguna Google,5,layanan pengendaranya bagus,2025-10-01 03:34:45
2eef80f3-19a5-4ae5-aac4-d326bf26fe94,Pengguna Google,5,mantap sangat membantu,2025-10-01 03:28:00
92fdafed-2143-467b-a098-aa28f65ebb13,Pengguna Google,4,Entahlah,2025-10-01 03:22:21
08cc0aab-c94f-49a9-b412-376fb8710244,Pengguna Google,2,"udah tau klo detail alamat kaya blok rumah nggk semuanya ada dipeta aplikasi,begitu jg dengan detail alamat sy, jadi sy memang masukin alamat sy pakai blok rumah sebelah yg ada, tapi sy jg udah tambahin blok rumah sy, detail alamat sy selengkap2nya dikolom pesanan, dichat, tp di si drivernya katanya nggk ada detail blok rumah sy yg udah sy masukkan itu, ujung2nya sy yg disalahkan.. gimana sih itu sistemnya min, mana apk sering lemot banget udah di uninstal terus diinstal ulang besok2 begitu lagi",2025-10-01 02:52:23
a7c13dc5-a3d5-4983-b140-edcf45d41ca8,Pengguna Google,2,mmmmmk.kkmmkklmimki mm lmlkm KKllllllllllmmllllllnl mu,2025-10-01 02:35:58
9e22c0d3-c894-4d4e-af0b-2a034bebf641,Pengguna Google,5,"Tolong dong bantu yang di bawah umur belum punya KTP terus upgradenya harus pakai apa, tolong dong kalau pakai KIA bisa please, Aplikasi yang gak bisa log in kalau log in selalu buram alasannya tolong benerin sistem nya percuma selfi alasannya buram terus",2025-10-01 02:17:38
bab7e69b-2398-419c-9ecf-f83713475bf5,Pengguna Google,2,kok sekarang jadi makin mahal si harganya,2025-10-01 02:09:40
64fb65ee-9efd-486c-99d6-6ce9c15e9390,Pengguna Google,5,mantaap,2025-10-01 01:57:07
e8b41e63-241e-4289-8451-978a0362a7c8,Pengguna Google,5,mantap,2025-10-01 01:56:53
a2ae40f9-a689-48d6-b214-fa2c4daec14b,Pengguna Google,5,"Kenapan CS Gojek Yang Terburu² malah marah² ke driver ? Dia Yang Telat Dia Yang Marah² Udah Tau depan Matanya macet jalan berlubang banyak polisi tidur, Manusia Beda Beda Sifatnya. Tapi Ini Yang Paling Saya Ga Suka Selain Orang Yang Kalo Di Tanya Budeg .",2025-10-01 01:43:06
0dd17cf6-5f5d-4efb-be23-322b609a0f6d,Pengguna Google,1,masa login disuruh nunggu 30 hari,2025-10-01 01:36:54
8d94e95d-f161-4b98-a160-055b47413e2e,Pengguna Google,3,"agak kecewa dikit sih, belum diklik, udah ngeklik sendiri.",2025-10-01 01:33:44
682b7da2-985c-4dc2-928b-0283958c63b5,Pengguna Google,1,"NAJIS GUA PAKE GOJEK LGI DRIVERNYA TOLOL SEMUA, UDH NUNGGUIN LAMA' MLH DI CNCELL TUA TUA BEGO SEMUA ISINYA JNGN PKE GOJEK, PAKE GRAB AJA GOJEK TOLOL SEKUA WALAUPUN TUA TUA JUGA, APA LGI DRIVER YG MSIH MUDA NYA TAMBAH OON, NAJIS NAJIS JMBT",2025-10-01 01:31:09
69016a19-f8f7-44d0-a9b3-7b7b34eeeab5,Pengguna Google,5,nyaman dan enak,2025-10-01 01:29:14
24ca5bf3-a569-4bb5-ae87-47f4a04b0a45,Pengguna Google,5,"pelayanan sangat memuaskan,, tepat waktu",2025-10-01 01:12:45
a854500e-1c54-4165-ac5a-9feb2d87f24e,Pengguna Google,4,sangat mudah bertransaksi,2025-10-01 01:05:10
f517f41a-b277-45f8-b386-263eeeb07f90,Pengguna Google,1,"setiap gerimis dikit, gmau angkut penumpang, pdhl ada yang namnya jas hujan",2025-10-01 00:27:02
1e7fef63-9255-4ff3-a92a-cb370557e4ae,Pengguna Google,5,Drivernya setia menunggu..ramah..murah senyum,2025-10-01 00:23:30
bca706bc-bc11-48f7-a542-4d2855709c25,Pengguna Google,5,simpel dan efektif...👍,2025-10-01 00:16:02
046a0f01-5cc3-482a-b854-3f85db452b46,Pengguna Google,5,pelayanan bagus dan cepat,2025-10-01 00:09:47
4f06eb10-e49d-4679-a473-2429c4ad66a5,Pengguna Google,1,bikin orderan baik go ride dan go car susah driver maaf orderan lagi ramai,2025-10-01 00:09:24
bfb38c80-7407-45e3-818f-313bdb0690f8,Pengguna Google,5,sangat membantu sekali,2025-10-01 00:05:11
fa011cbf-0f8f-4f64-83c9-101afcc04f04,Pengguna Google,1,ya kan pas itu saya mau berangkat ke sekolah ada upacara hari penting malah akun dibekukan dasar dah capek,2025-10-01 00:02:36
dd93cf8f-6b96-460a-888e-3ece053ae40a,Pengguna Google,5,"Naik gojeg tepat waktu jemputnya, dan pelayanannya excellent",2025-10-01 00:01:50
a1359361-05fa-47e4-b1ab-e9835dedd39f,Pengguna Google,4,nginstal soang lamanya seabad ga kelar2,2025-09-30 23:54:29
01b14794-ac73-4bcf-a525-48dbbc4adcc8,Pengguna Google,1,"hujan dikit, langsung gadapet driver",2025-09-30 23:35:01
6fc5cc77-0793-461f-a342-db704034371c,Pengguna Google,5,"Banyak promo nya, pelayanan cepat",2025-09-30 20:21:06
cee9ec36-4a37-4f99-97ba-bb965403835e,Pengguna Google,5,mantap,2025-09-30 20:18:13
fcb0e2f2-c823-4748-9871-84f6397c8dbd,Pengguna Google,4,tolong ya buat bagian yang ngingetin keterlambatan pembayaran gopay pinjamnya lebih pke empati dikit lah .. saya telat bayar sehari aja di wa terus d teken suruh cepet bayar .. bukan saya GK mw bayar pas tanggal harus bayar itu ayah saya meninggal saya urusin pemakaman .besok paginya langsung d wa trus2n d suruh cepet bayar saya udh bilng saya bayar hati ini tp trus d wa ..sampe d ksh waktu 30 menit buat bayar saat itu juga .. saya tahu itu tangung jawab saya tp GK trus wa juga ..tolong ya,2025-09-30 19:48:01
ddb34166-1e8b-48cc-87cf-f36b09e7434f,Pengguna Google,5,sesuai dengan tujuan yang di inginkan,2025-09-30 19:28:58
19e0aa4b-dc45-4626-b516-1b0230365c10,Pengguna Google,5,"Susah banget sih upgrade ke gopay plus, udh coba 1001X gagal trus. jdi ga bisa transfer ke bank",2025-09-30 18:07:22
b1f5cc8d-0d4e-4d2d-8cc2-6ed5dc9d6ee2,Pengguna Google,5,alhamdulillah terimakasih,2025-09-30 18:04:57
c95f0a39-04f3-4845-afd0-f00dccbbe0a0,Pengguna Google,1,biaya pengiriman nya mahal bener jir padhl harga makanan 5 ribu jadi semuanya 30 ribu sama biaya pengirimian nya🤦‍♂️,2025-09-30 17:44:51
bf035536-09fb-480c-8580-872e6a21e630,Pengguna Google,5,ok,2025-09-30 17:44:24
daf12d0e-8708-46ea-a002-d07b3a19e88d,Pengguna Google,2,"Kok aneh ya skrg kalo mau pesen gojek pake harga rute yg jauh (harga lebih mahal) tpi stlh pesan trs berjalan malah diarahkan ke yg rute deket(rute yg hrsnya lbh murah) . kyk gk sesuai harganya jdinya harga pake rute yg jauh stlh pesan malah rutenya berbeda mlah rute yg dekat. sy sengaja pake gojek agar rutenya yg lbh aman (jauh) ini malah ujung"" nya ttp aja lewat rute dkt( yg sepi)🫠🫠",2025-09-30 17:39:59
53e65cc0-b3de-490e-b8d7-f2ecac5db03b,Pengguna Google,5,buat gojek ada di kabupaten Kepahiang,2025-09-30 17:13:46
a138bacc-3658-4079-a593-09b786c30dfa,Pengguna Google,5,sangat membantu kami dalam pengiriman barang pelanggan,2025-09-30 17:05:35
979c9371-b3ce-4519-a043-355b25a1c9bf,Pengguna Google,1,"jadi bintang 1 karena gopaypinjam cara tagihnya benar benar teror nya luar biasa, tolong cara penagihan gopaypinjam diubah lagi, jangan tau nya teror terus, saya bukan nya tidak mau bayar hanya terlambat saja, setelah saya lunasi gopaypinjam , saya tidak mau lagi pakai apk gojek lagi selamat tinggal apk gojek , saya yakin gojek bakal bangkrut dengan tingkah laku gopaypinjam, sy udah lunasi pinjaman saya di gopaypinjam , dan udh cukup anda teror saya , dan keluarga saya , dan selamat tinggal",2025-09-30 16:55:28
076a8c2d-41ab-47e6-b1e5-4da33609e8e3,Pengguna Google,5,istimewa,2025-09-30 16:38:22
8189c9e0-6a0d-4536-9cf8-877b3e0e4a56,Pengguna Google,1,GOJEK JANGAN MAHAL MAHAL LAH HARGANYA.,2025-09-30 16:30:16
2f0c5bed-f96a-4ccd-8644-3be11bcb0d0d,Pengguna Google,5,"aplikasi sangat membantu saya pada saat keluarga, teman sedang sibuk, dan drivernya tepat waktu, mantap dahh pokoknya👍👍",2025-09-30 15:54:01
d75dbb09-6a94-4dfd-94d5-eadf175f87ae,Pengguna Google,1,tolong sediakan tombol pembatalan pesanan.,2025-09-30 15:29:33
efef4c69-829c-4c1c-9a97-18e36e6af455,Pengguna Google,5,oke,2025-09-30 15:24:17
0c86c3e5-4655-49ff-80d3-b49ec254bd90,Pengguna Google,2,"ongirnya ga ngotak, bikin orang kesel, padhal jarganya udah pas tapi pas liat ongkirnya bikin orang kesel!!!!",2025-09-30 15:17:39
839fdd73-1094-4e25-97ac-5e8f9668b77e,Pengguna Google,5,banyak promo,2025-09-30 15:16:05
4e7e7b67-dbf1-4941-92dc-273e07f687ff,Pengguna Google,5,mantap,2025-09-30 15:15:25
7993d44e-68f3-4521-820d-1800fa723278,Pengguna Google,1,"ngerugiin saya, masa titiknya tiba-tiba nggak ada trus yang ada malah salah. saya rugi waktu dan rugi materi.",2025-09-30 15:08:23
3ceaf8a3-d63e-448f-ba25-27a47e5997ad,Pengguna Google,1,"kalok driver gak bisa nganter gak usah di pakek lagi yang tegass males lama""",2025-09-30 15:01:52
e7ebc941-0add-49b3-9944-76a75b51c894,Pengguna Google,5,memuaskan,2025-09-30 14:29:03
a6ca07ca-9d91-49d4-9fb4-566cb87d78ae,Pengguna Google,1,"sumpah ya ni aplikasi ngga banget mending grab deh timbang ini, udah mah estimasinya lama susah dapet driver alhasil dibatalin sampe 2 kali loh, benci banget sama aplikasi ini dendam aku tuh mesen dari stgh 7 smpe jam 9 ga dapet apa"" posisi udah laper banget nambah"" in badmood tau ngga!!!",2025-09-30 14:08:16
946e29f3-7d0b-4fae-87f3-f2c1a7716602,Pengguna Google,1,di cncell teruusss suka suka kaliann lah gojeek,2025-09-30 14:04:40
5f287c73-55d7-46cb-98c3-d128e3ba7c4f,Pengguna Google,1,pelayanannya lama,2025-09-30 14:00:08
95aaa9de-2076-4f11-b597-4068c2b94451,Pengguna Google,5,baguuusss,2025-09-30 13:59:37
3399df8f-df88-4033-8e66-7632d162328d,Pengguna Google,1,"sudah hampir dua jam aku nunggu gofood ni, dan sekarang mau jam 10. apahal lah, masak gak bisa batalin pesanan. tolol banget dah.",2025-09-30 13:55:33
5fe16a27-8827-4abe-b367-280ee4de534a,Pengguna Google,5,selalu pake app ini .semoga makin bagus dan maju,2025-09-30 13:49:59
046cfc36-324b-4c46-aee1-2bd6e6ab272e,Pengguna Google,1,"ORDER GOFOOD UDAH 30 MENIT GA DAPET2 DRIVER, GABISA DI BATALKAN. GAJELAS SURUH NUNGGU SAMPE KIAMAT!",2025-09-30 13:41:16
fa414f86-b0c7-43e2-91a8-36865a35bc78,Pengguna Google,4,Sulit dapat driver kalau pas hujan,2025-09-30 13:37:26
fba51921-6c1d-4468-b095-b78e80362382,Pengguna Google,1,pesen go red di batalin trus sama driver nya,2025-09-30 13:21:01
2d01fc10-b1ab-4b9a-98d1-4bda536bcb57,Pengguna Google,1,"makin parah, mesen go food udah 1 jam lebih, ga dapet dapet driver bangke emang nih",2025-09-30 13:08:23
df19b1f1-b35e-4af2-ac64-f7c56a3dd4bd,Pengguna Google,1,"bapuk banget ini aplikasi, tarifnya kaga ada stabil2nya, tergantung cuaca. lemot juga, cuaca hujan pasti susahnya mapun alesannya booking lagi rame, padahal banyak driver sekitaran stanby",2025-09-30 13:06:33
ade246b6-2292-44ea-8c71-0841c213d3c2,Pengguna Google,1,"tolong ya kalo kita ngecancel driver itu karena kejauhan apalagi ujan jauh tambah lama, masa kita harus nunggu sejam dulu baru dapet belum nunggu nya, tolong sistemnya benerin driver yg Deket pas ujan kan ada.ini sistem prioritasnya penipuan nih! ini saya lagi nunngu di halte, masa akun saya di bekukan saya harus nunggu sampe besok gitu? tolong dijawab, saya alternative nya apalagi woi apk gojek penyakitnya kambuh, seperti sebelumnya. pada saat hujan akun saya dibekukan tiba tiba",2025-09-30 12:59:37
508ac48b-840f-44d9-a06f-48999dc694cc,Pengguna Google,1,Go-Jek tidak merespon dengan baik dan cepat . proses nya sangat lambat lain dengan aplikasi dana,2025-09-30 12:55:54
218cee81-3f88-47cb-9a5e-ae9cc9f98196,Pengguna Google,5,mudah2an digunakan,2025-09-30 12:52:58
291c7491-4b28-43a3-8a7d-ef25adf751da,Pengguna Google,3,sinyal jelek,2025-09-30 12:51:31
fd44e5d2-696f-45a4-9177-c210e7210a41,Pengguna Google,4,lumayan lah,2025-09-30 12:49:54
b815f600-40c8-4404-a645-fb6d8df39b5e,Pengguna Google,1,Susah nyari driver kalo lagi kondisi ujan.,2025-09-30 12:49:05
df0bdee7-30c5-457e-b141-3e9e38cc3b22,Pengguna Google,1,makin bikin emosi,2025-09-30 12:48:56
a9c1e59d-c933-44dd-8fd0-a7d4ceb90f0b,Pengguna Google,1,"aplikasi payah, sering bngt di rugikan, tiba tiba tarif berubah lah, kalo pake gopay drivernya gak dateng lah, gopay tetep kepotong, tolong di perbiaki lagi lah biar sama sama enak, TERIMAKASIH !",2025-09-30 12:46:44
155b7d17-e2e9-41b5-bc82-8995c11d2c3e,Pengguna Google,1,"KLO HUJAN KEBIASAAN GOCAR GD YG MAU NGAMBIL,GOJEK ITU MELAYANI MAU HUJAN JUGA GATTAU KAN CUST NYA LG BURU2 KE RMH SAKIT TP MALAH GD YG MAU NGAMBIL LG DI BUTUHIN MALLAH PD GADA YG AMBILLLL LOL",2025-09-30 12:45:16
ffd49300-3b3e-448a-af07-3f46e638e921,Pengguna Google,1,"percuma ada aplikasi ojol, kalo pas ujan kaga ada yang mau ngambil makanan, tolol.",2025-09-30 12:44:16
e942f228-6f54-4433-884e-930cb731766d,Pengguna Google,5,sangat membantu di saat kita lagi lapar buka GO-JEK tunggu sebentar driver datang. driver nya juga ramah ramah,2025-09-30 12:41:01
196af9d4-cefd-4919-b2c2-edb07da4789e,Pengguna Google,5,bagus,2025-09-30 12:37:59
1d30c556-925b-4ca8-a3e0-27375e8793e1,Pengguna Google,1,gojek T*I. aplikasi sampah. suka ngaco ngaco eror smpe doble order. sdgkan disaat nyari driver malal muter muter aja disaat nyari driver kelamaan gabisa di batal order smpe brpa lama menit. keburu kesel. apk gajelas,2025-09-30 12:35:19
bdbd2377-2d92-4eea-ba36-922ed513661b,Pengguna Google,5,oke,2025-09-30 12:27:48
58db2f6b-432f-47b2-943c-04392faa90c0,Pengguna Google,5,oke,2025-09-30 12:18:53
2d52397d-b37a-41d7-b75f-7ea39a44a5cc,Pengguna Google,5,Aplikasi yg cukup membantu kaum mageran,2025-09-30 12:18:36
89b5966c-c0d1-4615-832e-623f9ead9dc3,Pengguna Google,2,"Halo, Kak! Tolonglah, perbanyak drivernya, menyebar lebih rata. Saya kan udah pesen makanan nih, sejam lebih, drivernya masih belum nongol. Kekurangan driver. Apalagi udah malem, habis hujan, sering banget aku mengalami ini. Gak enak banget! Kayak di-php in mantan! Padahal justru malem kan banyak butuhnya, ditingkatin dong.",2025-09-30 12:06:40
9da2afaf-f376-4072-9f8b-f113a2b40d0a,Pengguna Google,1,verifikasi wajah selalu gagal. padahal udah ngikut ketentuan yang ada.,2025-09-30 12:01:12
6377dd99-6f7a-4e8c-87d5-77ae8e1ded92,Pengguna Google,3,"maps driver ga gerak, nyari driver lama : tolong perbaiki padahal di wilayah kota :(",2025-09-30 11:54:29
0ab95bac-b4c2-4c27-8ee8-526884688176,Pengguna Google,3,kalo habis hujan pasti susah dapet driver.. tidak bagus,2025-09-30 11:54:27
cbbff3e7-4591-495a-b9bb-f1394448f493,Pengguna Google,5,🤙,2025-09-30 11:45:58
f2272b65-1ea6-4f8b-a462-3a8a8ded63b7,Pengguna Google,1,"Banyak pengemudi yg lokasinya jauh tapi tetap maksa ambil orderan,ujung2nya minta cancel dengan berbagai macamalasan",2025-09-30 11:32:31
a27301f7-9aae-4cf3-8e82-4a6a29cf658a,Pengguna Google,1,"najis, gue pesan driver ga ada yang ngambil. wilayah Cimahi - jabar",2025-09-30 11:31:00
5014cee3-3918-48e0-a085-87297f948c23,Pengguna Google,5,"halo kak. apakah bisa di bantu pindah layanan kak, dari gocar ke gojek? mohon di respon ya kak",2025-09-30 11:29:46
1d296348-0200-4141-ae84-df305757c1ad,Pengguna Google,1,"EMPAT KALI DAPAT ORDERAN FIKTIF. SETIAP LAPOR KE CS RESPONNYA LAMBAT, BUAT LAPORAN DI APLIKASI NYA RIBET, TIDAK ADA SAMA SEKALI TERBANTU DENGAN TINDAKAN YANG ADA. EMPAT KALI, EMPAT KALI, EMPAT KALI LOH. RESPON LAMBAT, GAADA TINDAKAN YANG BENAR BENAR MENYELESAIKAN MASALAHNYA. BUAT LAPORAN SUSAH.",2025-09-30 11:28:45
6d4d2f1a-07f6-4d46-9295-7be2391dcece,Pengguna Google,5,makasih,2025-09-30 11:24:26
